point_id,task,human_time,human_time_low,human_time_high,note,scenario_source,note_sentence
work-gdpval-d025a41c-gpt54,Give feedback on three bank-support chats,7200,2164,10235,research/gdpval/gdpval.md,argued_2026-09-17,"Bounds are Q(h)/2.175 and Q(h)*2.175, where Q(h) = clip(5*(h/5)^1.464, 0.5, 100) is the rank-preserving map onto Table 5's published distribution and 2.175 = exp(sqrt(1.064^2 - 0.727^2)) is one residual standard deviation of the two fitted log spreads."
work-gdpval-d3d255b2-gpt54,Advise a seller on a cash purchase offer,7200,2164,10235,research/gdpval/gdpval.md,argued_2026-09-17,"Bounds are Q(h)/2.175 and Q(h)*2.175, where Q(h) = clip(5*(h/5)^1.464, 0.5, 100) is the rank-preserving map onto Table 5's published distribution and 2.175 = exp(sqrt(1.064^2 - 0.727^2)) is one residual standard deviation of the two fitted log spreads."
work-gdpval-d4525420-gpt54,Recommend an overnight grocery manager,3600,828,3914,research/gdpval/gdpval.md,argued_2026-09-17,"Bounds are Q(h)/2.175 and Q(h)*2.175, where Q(h) = clip(5*(h/5)^1.464, 0.5, 100) is the rank-preserving map onto Table 5's published distribution and 2.175 = exp(sqrt(1.064^2 - 0.727^2)) is one residual standard deviation of the two fitted log spreads."
work-gdpval-d7cfae6f-gpt54,Assess cosmetics-set inventory against seasonal sales,18000,8277,39145,research/gdpval/gdpval.md,argued_2026-09-17,"Bounds are Q(h)/2.175 and Q(h)*2.175, where Q(h) = clip(5*(h/5)^1.464, 0.5, 100) is the rank-preserving map onto Table 5's published distribution and 2.175 = exp(sqrt(1.064^2 - 0.727^2)) is one residual standard deviation of the two fitted log spreads."
work-gdpval-dfb4e0cd-gpt54,Screen grant awards for spending-rate concerns,10800,3918,18531,research/gdpval/gdpval.md,argued_2026-09-17,"Bounds are Q(h)/2.175 and Q(h)*2.175, where Q(h) = clip(5*(h/5)^1.464, 0.5, 100) is the rank-preserving map onto Table 5's published distribution and 2.175 = exp(sqrt(1.064^2 - 0.727^2)) is one residual standard deviation of the two fitted log spreads."
work-gdpval-e996036e-gpt54,Compare three retail-account terms proposals,14400,5970,28236,research/gdpval/gdpval.md,argued_2026-09-17,"Bounds are Q(h)/2.175 and Q(h)*2.175, where Q(h) = clip(5*(h/5)^1.464, 0.5, 100) is the rank-preserving map onto Table 5's published distribution and 2.175 = exp(sqrt(1.064^2 - 0.727^2)) is one residual standard deviation of the two fitted log spreads."
work-gdpval-ec591973-gpt54,Present a differentiated retail-channel strategy,7200,2164,10235,research/gdpval/gdpval.md,argued_2026-09-17,"Bounds are Q(h)/2.175 and Q(h)*2.175, where Q(h) = clip(5*(h/5)^1.464, 0.5, 100) is the rank-preserving map onto Table 5's published distribution and 2.175 = exp(sqrt(1.064^2 - 0.727^2)) is one residual standard deviation of the two fitted log spreads."
work-gdpval-ed2bc14c-gpt54,Develop a tenant-retention memo from exit surveys,10800,3918,18531,research/gdpval/gdpval.md,argued_2026-09-17,"Bounds are Q(h)/2.175 and Q(h)*2.175, where Q(h) = clip(5*(h/5)^1.464, 0.5, 100) is the rank-preserving map onto Table 5's published distribution and 2.175 = exp(sqrt(1.064^2 - 0.727^2)) is one residual standard deviation of the two fitted log spreads."
work-gdpval-efca245f-gpt54,Model three running-board production recovery plans,36000,22834,107990,research/gdpval/gdpval.md,argued_2026-09-17,"Bounds are Q(h)/2.175 and Q(h)*2.175, where Q(h) = clip(5*(h/5)^1.464, 0.5, 100) is the rank-preserving map onto Table 5's published distribution and 2.175 = exp(sqrt(1.064^2 - 0.727^2)) is one residual standard deviation of the two fitted log spreads."
work-gdpval-f3351922-gpt54,Explain TSP funds and military-to-civilian transition benefits,10800,3918,18531,research/gdpval/gdpval.md,argued_2026-09-17,"Bounds are Q(h)/2.175 and Q(h)*2.175, where Q(h) = clip(5*(h/5)^1.464, 0.5, 100) is the rank-preserving map onto Table 5's published distribution and 2.175 = exp(sqrt(1.064^2 - 0.727^2)) is one residual standard deviation of the two fitted log spreads."
work-gdpval-f841ddcf-gpt54,Summarize June shipments and delayed purchase orders,7200,2164,10235,research/gdpval/gdpval.md,argued_2026-09-17,"Bounds are Q(h)/2.175 and Q(h)*2.175, where Q(h) = clip(5*(h/5)^1.464, 0.5, 100) is the rank-preserving map onto Table 5's published distribution and 2.175 = exp(sqrt(1.064^2 - 0.727^2)) is one residual standard deviation of the two fitted log spreads."
work-gdpval-f9a1c16c-gpt54,Draw a touring-band stage plot,7200,3600,10800,research/gdpval/gdpval.md,note_scenario,"Estimate 15 min inventory, 15 min signal routing, 60 min icon/layout construction, 30 min orientation/send/label checks = 2h; 1-3h sensitivity."
work-gdpval-f9f82549-gpt54,Create employee-theft investigation guidance and case briefing,14400,5970,28236,research/gdpval/gdpval.md,argued_2026-09-17,"Bounds are Q(h)/2.175 and Q(h)*2.175, where Q(h) = clip(5*(h/5)^1.464, 0.5, 100) is the rank-preserving map onto Table 5's published distribution and 2.175 = exp(sqrt(1.064^2 - 0.727^2)) is one residual standard deviation of the two fitted log spreads."
work-gdpval-fd3ad420-gpt54,Propose a multi-state qualifying-broker compensation model,14400,5970,28236,research/gdpval/gdpval.md,argued_2026-09-17,"Bounds are Q(h)/2.175 and Q(h)*2.175, where Q(h) = clip(5*(h/5)^1.464, 0.5, 100) is the rank-preserving map onto Table 5's published distribution and 2.175 = exp(sqrt(1.064^2 - 0.727^2)) is one residual standard deviation of the two fitted log spreads."
work-gdpval-fd6129bd-gpt54,Prepare a change-control SOP and form,16200,7094,33549,research/gdpval/gdpval.md,argued_2026-09-17,"Bounds are Q(h)/2.175 and Q(h)*2.175, where Q(h) = clip(5*(h/5)^1.464, 0.5, 100) is the rank-preserving map onto Table 5's published distribution and 2.175 = exp(sqrt(1.064^2 - 0.727^2)) is one residual standard deviation of the two fitted log spreads."
work-gdpval-fe0d3941-gpt54,Design workflows and a survey for hypothetical blood sensing,14400,5970,28236,research/gdpval/gdpval.md,argued_2026-09-17,"Bounds are Q(h)/2.175 and Q(h)*2.175, where Q(h) = clip(5*(h/5)^1.464, 0.5, 100) is the rank-preserving map onto Table 5's published distribution and 2.175 = exp(sqrt(1.064^2 - 0.727^2)) is one residual standard deviation of the two fitted log spreads."
work-gdpval-feb5eefc-gpt54,Compare GRAT and CRAT options for a business-sale client,36000,22834,107990,research/gdpval/gdpval.md,argued_2026-09-17,"Bounds are Q(h)/2.175 and Q(h)*2.175, where Q(h) = clip(5*(h/5)^1.464, 0.5, 100) is the rank-preserving map onto Table 5's published distribution and 2.175 = exp(sqrt(1.064^2 - 0.727^2)) is one residual standard deviation of the two fitted log spreads."
work-gdpval-ffed32d8-gpt54,Compare ninety- and hundred-day pharmacy refill economics,10800,3918,18531,research/gdpval/gdpval.md,argued_2026-09-17,"Bounds are Q(h)/2.175 and Q(h)*2.175, where Q(h) = clip(5*(h/5)^1.464, 0.5, 100) is the rank-preserving map onto Table 5's published distribution and 2.175 = exp(sqrt(1.064^2 - 0.727^2)) is one residual standard deviation of the two fitted log spreads."
writing-book-summary-heart-gpt4,Read and summarize A Heart That Works,11400,9000,18000,research/book-summary/book-summary.md,note_scenario,Use 150-300 active minutes as a sensitivity: efficient reading and concise notes versus slower reading and more revisits to the text.
writing-sketchagent-quickdraw-sonnet35,Draw a common-concept sketch,10.4950695,8.495,13.495,research/sketchagent/sketchagent.md,note_scenario,An initial allowance of zero to five seconds gives 8.495-13.495 seconds.
writing-tcia-self-guided-sdxl,Draw an imaginative picture from an ambiguous shape,135,95,195,research/visual-creativity/visual-creativity.md,note_scenario,"A faster case uses 5 seconds listing and 45 drawing, giving 95 seconds overall. A slower case uses 30 seconds listing and the full 120 drawing, giving 195 seconds."
