point_id,task,task_category,task_description,model_id,compute_scope,compute_flops,compute_flops_low,compute_flops_high,human_skill,human_time_scope,human_time,human_time_low,human_time_high,performance_vs_human,comparison_issues,compute_evidence,human_time_evidence,performance_evidence,human_time_statistic,human_time_subset,human_attempts,human_time_source,compute_method,compute_statistic,compute_subset,ai_attempts,compute_source,tokens,tokens_accounting,source_dataset,source_record,notes,ai_cost_usd,ai_cost_basis,ai_cost_date,human_cost_usd,human_cost_basis,attention_context,attention_ratio,task_id,frontier
resnet152_imagenet_10crop,Classify an ImageNet image,perception,"Sort one natural image into one of ImageNet's 1,000 categories.",resnet152_original,inference,226000000000.0,,,expert,task_performance,26,26,64.8,match,different_inputs_or_tools; different_assessment; different_human_baseline,derived_supported_inputs,llm_estimate_from_data,ResNet-152 ten-crop top-5 validation error 5.71%; expert human top-5 error 5.1% on 1500 test images.,median,all,10000,research/imagenet-cnn/imagenet-cnn.md#human-baseline,operation_count,point_estimate,not_applicable,not_applicable,https://arxiv.org/pdf/1512.03385 Tables 1 and 3; research/new-sources/resnet.md,not_applicable,not_applicable,ResNet ImageNet classification,performance: https://arxiv.org/pdf/1512.03385 Table 3; https://karpathy.github.io/2014/09/02/what-i-learned-from-competing-against-a-convnet-on-imagenet/,"Human median timing transfers from the Shankar et al. trained-labeler study on mixed original/ImageNetV2 images, whose task is top-1 while this row is scored top-5. Human reference materials and flagged-image exclusions differ from model evaluation. Uses ten crops, not the lower-error multiscale configuration. The top-5 error the performance comparison uses is Karpathy’s expert labeler, a different person from the timing donors. Timing donor: five trained labelers each labeling 2,000 images. Scored top-5, selecting up to five classes, under the original ten-crop evaluation; the human uses the class lookup interface.",,not_available,,,not_available,,,classify-an-imagenet-image,no
whisper_tiny_en_clean30s,Transcribe 30 seconds of clear English speech,perception,"Transcribe a 30-second clip of clear, read English speech.",whisper_tiny_en,inference,47196340224,,,typical,task_performance,120,90,180,match,none_identified,derived_assumed_inputs,llm_estimate_judgment,"Greedy LibriSpeech test-clean WER is 5.6%. Human matched-quality transcript is an assumed target, not a measured human result.",point_estimate,not_applicable,not_applicable,research/whisper-audit/whisper.md#whisper_tiny_en_clean30s,operation_count,point_estimate,not_applicable,not_applicable,research/whisper-audit/whisper.md#whisper_tiny_en_clean30s,102,decoder_processed,Whisper English speech recognition,performance: https://cdn.openai.com/papers/whisper.pdf Appendix D.1.1 Table 8,"Assumes75 words and100 lexical tokens, plus 2 prompt positions. Human time uses an assumed 4:1 work ratio. Benchmark WER transfers from shorter test utterances to the constructed30-second window. Audio positions are excluded from tokens.",,not_available,,,not_available,,,transcribe-30-seconds-of-clear-english-speech,yes
whisper_large_v2_clean30s,Transcribe 30 seconds of clear English speech,perception,"Transcribe a 30-second clip of clear, read English speech.",whisper_large_v2,inference,2780174192640,,,typical,task_performance,120,90,180,match,none_identified,derived_assumed_inputs,llm_estimate_judgment,"Greedy LibriSpeech test-clean WER is 2.7%. Human matched-quality transcript is an assumed target, not a measured human result.",point_estimate,not_applicable,not_applicable,research/whisper-audit/whisper.md#whisper_large_v2_clean30s,operation_count,point_estimate,not_applicable,not_applicable,research/whisper-audit/whisper.md#whisper_large_v2_clean30s,104,decoder_processed,Whisper English speech recognition,performance: https://cdn.openai.com/papers/whisper.pdf Appendix D.1.1 Table 8,"Assumes75 words and100 lexical tokens, plus 4 prompt positions. Human time uses an assumed 4:1 work ratio. Benchmark WER transfers from shorter test utterances to the constructed30-second window. Audio positions are excluded from tokens.",,not_available,,,not_available,,,transcribe-30-seconds-of-clear-english-speech,no
agen-metr3-atariepochs-dsr1,Answer a question from local papers (HCAST),research_analysis,"Look through some supplied papers to find how many Atari training epochs the original PPO paper used, and give the number.",deepseek-r1,inference,1.828820704608628e+16,1.698918885452027e+16,3.3309050913099388e+16,expert,task_performance,107.04,,,below,different_attempt_selection,derived_assumed_inputs,task_timings,Task success is the published binarized scoring criterion. AI: 4/8 attempts successful. Human: 2/2 recorded attempts successful. Mean continuous score AI 0.5; human 1. Human time selects successful attempts.,geometric_mean,successful,2,https://github.com/METR/eval-analysis-public/blob/52cb829c7a2efb2d659285c4b1768d191d97f8d2/reports/time-horizon-1-1/data/raw/runs.jsonl; research/metr/metr.md#agen-metr3-atariepochs-dsr1,params_tokens,mean,all,8,https://github.com/METR/eval-analysis-public/blob/52cb829c7a2efb2d659285c4b1768d191d97f8d2/reports/time-horizon-1-0/data/raw/runs.jsonl; research/metr/metr.md#agen-metr3-atariepochs-dsr1; research/attention-correction.md,144996.375,source_total,METR Time Horizon 1.0 / HCAST,https://github.com/METR/eval-analysis-public/blob/52cb829c7a2efb2d659285c4b1768d191d97f8d2/reports/time-horizon-1-0/data/raw/runs.jsonl; task_id=local_research/metr/atari_epochs; alias=DeepSeek-R1; scaffold=flock-public; task_version=0.1.1-post1-9fe62e8; performance: source score_binarized; https://github.com/METR/hcast-public/blob/main/local_research/metr/local_research.py,"Flock role tokens use the primary-model coefficient. Exported attempt times do not reproduce the published timing used here. Human baseline from METR’s Time Horizon 1.1 export, which retimes the same baseline this task carried in 1.0; the AI runs are the 1.0 export.",0.200864,reported,2025-06-18,,not_available,10431.8,0.7044,answer-a-question-from-local-papers-hcast,no
agen-metr3-atariepochs-oss120b,Answer a question from local papers (HCAST),research_analysis,"Look through some supplied papers to find how many Atari training epochs the original PPO paper used, and give the number.",gpt-oss-120b,inference,1.3493492312906812e+16,1.2599575402920684e+16,2.3124857538526024e+16,expert,task_performance,107.04,,,below,different_attempt_selection,derived_assumed_inputs,task_timings,Task success is the published binarized scoring criterion. AI: 4/6 attempts successful. Human: 2/2 recorded attempts successful. Mean continuous score AI 0.666667; human 1. Human time selects successful attempts.,geometric_mean,successful,2,https://github.com/METR/eval-analysis-public/blob/52cb829c7a2efb2d659285c4b1768d191d97f8d2/reports/time-horizon-1-1/data/raw/runs.jsonl; research/metr/metr.md#agen-metr3-atariepochs-oss120b,params_tokens,mean,all,6,https://github.com/METR/eval-analysis-public/blob/52cb829c7a2efb2d659285c4b1768d191d97f8d2/reports/time-horizon-1-0/data/raw/runs.jsonl; research/metr/metr.md#agen-metr3-atariepochs-oss120b; research/attention-correction.md,792593.3333333334,source_total,METR Time Horizon 1.0 / HCAST,https://github.com/METR/eval-analysis-public/blob/52cb829c7a2efb2d659285c4b1768d191d97f8d2/reports/time-horizon-1-0/data/raw/runs.jsonl; task_id=local_research/metr/atari_epochs; alias=gpt-oss-120b; scaffold=flock-public; task_version=0.1.1-post1-9fe62e8; performance: source score_binarized; https://github.com/METR/hcast-public/blob/main/local_research/metr/local_research.py,"Flock role tokens use the primary-model coefficient. Exported attempt times do not reproduce the published timing used here. Human baseline from METR’s Time Horizon 1.1 export, which retimes the same baseline this task carried in 1.0; the AI runs are the 1.0 export.",0.047666,reported,2025-09-30,,not_available,23140.7,0.6691,answer-a-question-from-local-papers-hcast,no
agen-metr3-blackboxapple-dsr1,"Characterize black-box program ""apple"" (HCAST)",mathematics_puzzles,"Probe a black-box program ('apple') by feeding it inputs, work out what it computes and reimplement it, using as few queries as you can.",deepseek-r1,inference,5.0183707525591736e+16,4.589450882738757e+16,9.784390670656485e+16,expert,task_performance,1056.0,,,below,different_attempt_selection,derived_assumed_inputs,task_timings,Task success is the published binarized scoring criterion. AI: 0/8 attempts successful. Human: 3/7 recorded attempts successful. Mean continuous score AI 0.379167; human 0.57619. Human time selects successful attempts.,geometric_mean,successful,3,https://github.com/METR/eval-analysis-public/blob/52cb829c7a2efb2d659285c4b1768d191d97f8d2/reports/time-horizon-1-0/data/raw/runs.jsonl; research/metr/metr.md#agen-metr3-blackboxapple-dsr1,params_tokens,mean,all,8,https://github.com/METR/eval-analysis-public/blob/52cb829c7a2efb2d659285c4b1768d191d97f8d2/reports/time-horizon-1-0/data/raw/runs.jsonl; research/metr/metr.md#agen-metr3-blackboxapple-dsr1; research/attention-correction.md,333191.125,source_total,METR Time Horizon 1.0 / HCAST,https://github.com/METR/eval-analysis-public/blob/52cb829c7a2efb2d659285c4b1768d191d97f8d2/reports/time-horizon-1-0/data/raw/runs.jsonl; task_id=blackbox/apple; alias=DeepSeek-R1; scaffold=flock-public; task_version=0.1.1-post1-9fe62e8; performance: source score_binarized; https://arxiv.org/html/2503.17354v1#S6,Flock role tokens use the primary-model coefficient. Exported attempt times do not reproduce the published timing used here.,0.481928,reported,2025-06-18,,not_available,15331.9,1.0353,characterize-black-box-program-apple-hcast,no
agen-metr3-blackboxapple-oss120b,"Characterize black-box program ""apple"" (HCAST)",mathematics_puzzles,"Probe a black-box program ('apple') by feeding it inputs, work out what it computes and reimplement it, using as few queries as you can.",gpt-oss-120b,inference,3126996853136560.5,2984159400618157.5,4742450654892165.0,expert,task_performance,1056.0,,,below,different_attempt_selection,derived_assumed_inputs,task_timings,Task success is the published binarized scoring criterion. AI: 0/6 attempts successful. Human: 3/7 recorded attempts successful. Mean continuous score AI 0.375; human 0.57619. Human time selects successful attempts.,geometric_mean,successful,3,https://github.com/METR/eval-analysis-public/blob/52cb829c7a2efb2d659285c4b1768d191d97f8d2/reports/time-horizon-1-0/data/raw/runs.jsonl; research/metr/metr.md#agen-metr3-blackboxapple-oss120b,params_tokens,mean,all,6,https://github.com/METR/eval-analysis-public/blob/52cb829c7a2efb2d659285c4b1768d191d97f8d2/reports/time-horizon-1-0/data/raw/runs.jsonl; research/metr/metr.md#agen-metr3-blackboxapple-oss120b; research/attention-correction.md,224041.0,source_total,METR Time Horizon 1.0 / HCAST,https://github.com/METR/eval-analysis-public/blob/52cb829c7a2efb2d659285c4b1768d191d97f8d2/reports/time-horizon-1-0/data/raw/runs.jsonl; task_id=blackbox/apple; alias=gpt-oss-120b; scaffold=flock-public; task_version=0.1.1-post1-9fe62e8; performance: source score_binarized; https://arxiv.org/html/2503.17354v1#S6,Flock role tokens use the primary-model coefficient. Exported attempt times do not reproduce the published timing used here.,0.016484,reported,2025-09-29,,not_available,12740.3,0.3684,characterize-black-box-program-apple-hcast,no
agen-metr3-blackboxcharm-dsr1,"Characterize black-box program ""charm"" (HCAST)",mathematics_puzzles,"Probe a black-box program ('charm') by feeding it inputs, work out what it computes and reimplement it, using as few queries as you can.",deepseek-r1,inference,1.4754875329717034e+17,1.3271614776148008e+17,3.074291558826899e+17,expert,task_performance,3832.3799999999997,,,above,different_attempt_selection,derived_assumed_inputs,task_timings,Task success is the published binarized scoring criterion. AI: 5/8 attempts successful. Human: 1/6 recorded attempts successful. Mean continuous score AI 0.819156; human 0.728627. Human time selects successful attempts.,geometric_mean,successful,1,https://github.com/METR/eval-analysis-public/blob/52cb829c7a2efb2d659285c4b1768d191d97f8d2/reports/time-horizon-1-0/data/raw/runs.jsonl; research/metr/metr.md#agen-metr3-blackboxcharm-dsr1,params_tokens,mean,all,8,https://github.com/METR/eval-analysis-public/blob/52cb829c7a2efb2d659285c4b1768d191d97f8d2/reports/time-horizon-1-0/data/raw/runs.jsonl; research/metr/metr.md#agen-metr3-blackboxcharm-dsr1; research/attention-correction.md,781321.375,source_total,METR Time Horizon 1.0 / HCAST,https://github.com/METR/eval-analysis-public/blob/52cb829c7a2efb2d659285c4b1768d191d97f8d2/reports/time-horizon-1-0/data/raw/runs.jsonl; task_id=blackbox/charm; alias=DeepSeek-R1; scaffold=flock-public; task_version=0.1.1-post1-9fe62e8; performance: source score_binarized; https://arxiv.org/html/2503.17354v1#S6,Flock role tokens use the primary-model coefficient. Exported attempt times do not reproduce the published timing used here.,1.149095,reported,2025-06-18,,not_available,22982.3,1.5520,characterize-black-box-program-charm-hcast,no
agen-metr3-blackboxcharm-oss120b,"Characterize black-box program ""charm"" (HCAST)",mathematics_puzzles,"Probe a black-box program ('charm') by feeding it inputs, work out what it computes and reimplement it, using as few queries as you can.",gpt-oss-120b,inference,1.2207523190049548e+16,1.1417206635138656e+16,2.074454885942824e+16,expert,task_performance,3832.3799999999997,,,below,different_attempt_selection,derived_assumed_inputs,task_timings,Task success is the published binarized scoring criterion. AI: 0/6 attempts successful. Human: 1/6 recorded attempts successful. Mean continuous score AI 0.416835; human 0.728627. Human time selects successful attempts.,geometric_mean,successful,1,https://github.com/METR/eval-analysis-public/blob/52cb829c7a2efb2d659285c4b1768d191d97f8d2/reports/time-horizon-1-0/data/raw/runs.jsonl; research/metr/metr.md#agen-metr3-blackboxcharm-oss120b,params_tokens,mean,all,6,https://github.com/METR/eval-analysis-public/blob/52cb829c7a2efb2d659285c4b1768d191d97f8d2/reports/time-horizon-1-0/data/raw/runs.jsonl; research/metr/metr.md#agen-metr3-blackboxcharm-oss120b; research/attention-correction.md,728608.6666666666,source_total,METR Time Horizon 1.0 / HCAST,https://github.com/METR/eval-analysis-public/blob/52cb829c7a2efb2d659285c4b1768d191d97f8d2/reports/time-horizon-1-0/data/raw/runs.jsonl; task_id=blackbox/charm; alias=gpt-oss-120b; scaffold=flock-public; task_version=0.1.1-post1-9fe62e8; performance: source score_binarized; https://arxiv.org/html/2503.17354v1#S6,Flock role tokens use the primary-model coefficient. Exported attempt times do not reproduce the published timing used here.,0.044127,reported,2025-09-29,,not_available,22225.5,0.6426,characterize-black-box-program-charm-hcast,no
agen-metr3-ecombiggest-dsr1,Find the biggest order in a dataset (HCAST),research_analysis,Dig through a supplied e-commerce transaction dataset and find its single largest order.,deepseek-r1,inference,6971170317074130.0,6566542242554208.0,1.1891962543672832e+16,expert,task_performance,746.1,,,match,different_attempt_selection,derived_assumed_inputs,task_timings,Task success is the published binarized scoring criterion. AI: 8/8 attempts successful. Human: 2/2 recorded attempts successful. Mean continuous score AI 1; human 1. Human time selects successful attempts.,geometric_mean,successful,2,https://github.com/METR/eval-analysis-public/blob/52cb829c7a2efb2d659285c4b1768d191d97f8d2/reports/time-horizon-1-1/data/raw/runs.jsonl; research/metr/metr.md#agen-metr3-ecombiggest-dsr1,params_tokens,mean,all,8,https://github.com/METR/eval-analysis-public/blob/52cb829c7a2efb2d659285c4b1768d191d97f8d2/reports/time-horizon-1-0/data/raw/runs.jsonl; research/metr/metr.md#agen-metr3-ecombiggest-dsr1; research/attention-correction.md,63352.25,source_total,METR Time Horizon 1.0 / HCAST,https://github.com/METR/eval-analysis-public/blob/52cb829c7a2efb2d659285c4b1768d191d97f8d2/reports/time-horizon-1-0/data/raw/runs.jsonl; task_id=interpret_data/ecommerce_biggest_order; alias=DeepSeek-R1; scaffold=flock-public; task_version=0.1.1-post1-9fe62e8; performance: source score_binarized; https://arxiv.org/html/2503.17354v1#S6,"Flock role tokens use the primary-model coefficient. Exported attempt times do not reproduce the published timing used here. Human baseline from METR’s Time Horizon 1.1 export, which retimes the same baseline this task carried in 1.0; the AI runs are the 1.0 export.",0.099641,reported,2025-06-18,,not_available,7211.8,0.4870,find-the-biggest-order-in-a-dataset-hcast,no
agen-metr3-ecombiggest-oss120b,Find the biggest order in a dataset (HCAST),research_analysis,Dig through a supplied e-commerce transaction dataset and find its single largest order.,gpt-oss-120b,inference,899754392998886.1,871066251669868.5,1245611749792822.2,expert,task_performance,746.1,,,match,different_attempt_selection,derived_assumed_inputs,task_timings,Task success is the published binarized scoring criterion. AI: 6/6 attempts successful. Human: 2/2 recorded attempts successful. Mean continuous score AI 1; human 1. Human time selects successful attempts.,geometric_mean,successful,2,https://github.com/METR/eval-analysis-public/blob/52cb829c7a2efb2d659285c4b1768d191d97f8d2/reports/time-horizon-1-1/data/raw/runs.jsonl; research/metr/metr.md#agen-metr3-ecombiggest-oss120b,params_tokens,mean,all,6,https://github.com/METR/eval-analysis-public/blob/52cb829c7a2efb2d659285c4b1768d191d97f8d2/reports/time-horizon-1-0/data/raw/runs.jsonl; research/metr/metr.md#agen-metr3-ecombiggest-oss120b; research/attention-correction.md,72254.0,source_total,METR Time Horizon 1.0 / HCAST,https://github.com/METR/eval-analysis-public/blob/52cb829c7a2efb2d659285c4b1768d191d97f8d2/reports/time-horizon-1-0/data/raw/runs.jsonl; task_id=interpret_data/ecommerce_biggest_order; alias=gpt-oss-120b; scaffold=flock-public; task_version=0.1.1-post1-9fe62e8; performance: source score_binarized; https://arxiv.org/html/2503.17354v1#S6,"Flock role tokens use the primary-model coefficient. Exported attempt times do not reproduce the published timing used here. Human baseline from METR’s Time Horizon 1.1 export, which retimes the same baseline this task carried in 1.0; the AI runs are the 1.0 export.",0.006224,reported,2025-09-30,,not_available,7638.41,0.2208,find-the-biggest-order-in-a-dataset-hcast,no
agen-metr3-envsci3-dsr1,"Deduce simulated-environment rules, level 3 (HCAST)",mathematics_puzzles,"Work out the hidden rules of a binary-grid puzzle by running experiments, then predict how it behaves.",deepseek-r1,inference,4.106304404107187e+16,3.767170675816873e+16,7.900930953225165e+16,expert,task_performance,5427.42,,,match,different_attempt_selection,derived_assumed_inputs,task_timings,Task success is the published binarized scoring criterion. AI: 8/8 attempts successful. Human: 1/2 recorded attempts successful. Mean continuous score AI 0.99991; human 0.994833. Human time selects successful attempts.,geometric_mean,successful,1,https://github.com/METR/eval-analysis-public/blob/52cb829c7a2efb2d659285c4b1768d191d97f8d2/reports/time-horizon-1-0/data/raw/runs.jsonl; research/metr/metr.md#agen-metr3-envsci3-dsr1,params_tokens,mean,all,8,https://github.com/METR/eval-analysis-public/blob/52cb829c7a2efb2d659285c4b1768d191d97f8d2/reports/time-horizon-1-0/data/raw/runs.jsonl; research/metr/metr.md#agen-metr3-envsci3-dsr1; research/attention-correction.md,283197.125,source_total,METR Time Horizon 1.0 / HCAST,https://github.com/METR/eval-analysis-public/blob/52cb829c7a2efb2d659285c4b1768d191d97f8d2/reports/time-horizon-1-0/data/raw/runs.jsonl; task_id=env_scientist/level3; alias=DeepSeek-R1; scaffold=flock-public; task_version=0.1.1-post1-9fe62e8; performance: source score_binarized; https://github.com/METR/public-tasks/blob/5418666a1b026fe4d9b4203751ddb913bf949721/README.md#efficiently-discover-rules-of-grid-environments,Flock role tokens use the primary-model coefficient. Exported attempt times do not reproduce the published timing used here.,0.401990,reported,2025-06-18,,not_available,14207.8,0.9594,deduce-simulated-environment-rules-level-3-hcast,no
agen-metr3-envsci3-oss120b,"Deduce simulated-environment rules, level 3 (HCAST)",mathematics_puzzles,"Work out the hidden rules of a binary-grid puzzle by running experiments, then predict how it behaves.",gpt-oss-120b,inference,2591305888521654.0,2478994148826665.0,3871964705070066.0,expert,task_performance,5427.42,,,match,different_attempt_selection,derived_assumed_inputs,task_timings,Task success is the published binarized scoring criterion. AI: 6/6 attempts successful. Human: 1/2 recorded attempts successful. Mean continuous score AI 0.999936; human 0.994833. Human time selects successful attempts.,geometric_mean,successful,1,https://github.com/METR/eval-analysis-public/blob/52cb829c7a2efb2d659285c4b1768d191d97f8d2/reports/time-horizon-1-0/data/raw/runs.jsonl; research/metr/metr.md#agen-metr3-envsci3-oss120b,params_tokens,mean,all,6,https://github.com/METR/eval-analysis-public/blob/52cb829c7a2efb2d659285c4b1768d191d97f8d2/reports/time-horizon-1-0/data/raw/runs.jsonl; research/metr/metr.md#agen-metr3-envsci3-oss120b; research/attention-correction.md,189460.66666666666,source_total,METR Time Horizon 1.0 / HCAST,https://github.com/METR/eval-analysis-public/blob/52cb829c7a2efb2d659285c4b1768d191d97f8d2/reports/time-horizon-1-0/data/raw/runs.jsonl; task_id=env_scientist/level3; alias=gpt-oss-120b; scaffold=flock-public; task_version=0.1.1-post1-9fe62e8; performance: source score_binarized; https://github.com/METR/public-tasks/blob/5418666a1b026fe4d9b4203751ddb913bf949721/README.md#efficiently-discover-rules-of-grid-environments,Flock role tokens use the primary-model coefficient. Exported attempt times do not reproduce the published timing used here.,0.014478,reported,2025-09-29,,not_available,11790.9,0.3409,deduce-simulated-environment-rules-level-3-hcast,yes
agen-metr3-luhndigits-dsr1,Add check digits to card numbers (HCAST),coding,Compute and append Luhn check digits to a set of card numbers.,deepseek-r1,inference,1.4605615113531988e+16,1.3614006743608002e+16,2.619431337573847e+16,expert,task_performance,1616.88,,,match,different_attempt_selection,derived_assumed_inputs,task_timings,Task success is the published binarized scoring criterion. AI: 7/8 attempts successful. Human: 3/4 recorded attempts successful. Mean continuous score AI 0.875; human 0.75. Human time selects successful attempts.,geometric_mean,successful,3,https://github.com/METR/eval-analysis-public/blob/52cb829c7a2efb2d659285c4b1768d191d97f8d2/reports/time-horizon-1-0/data/raw/runs.jsonl; research/metr/metr.md#agen-metr3-luhndigits-dsr1,params_tokens,mean,all,8,https://github.com/METR/eval-analysis-public/blob/52cb829c7a2efb2d659285c4b1768d191d97f8d2/reports/time-horizon-1-0/data/raw/runs.jsonl; research/metr/metr.md#agen-metr3-luhndigits-dsr1; research/attention-correction.md,119890.75,source_total,METR Time Horizon 1.0 / HCAST,https://github.com/METR/eval-analysis-public/blob/52cb829c7a2efb2d659285c4b1768d191d97f8d2/reports/time-horizon-1-0/data/raw/runs.jsonl; task_id=credit_card_validity/add_check_digits; alias=DeepSeek-R1; scaffold=flock-public; task_version=1.0.2-post1-9fe62e8; performance: source score_binarized; https://arxiv.org/html/2503.17354v1#S6,Flock role tokens use the primary-model coefficient. Exported attempt times do not reproduce the published timing used here.,0.252389,reported,2025-06-18,,not_available,9570.39,0.6463,add-check-digits-to-card-numbers-hcast,no
agen-metr3-luhndigits-oss120b,Add check digits to card numbers (HCAST),coding,Compute and append Luhn check digits to a set of card numbers.,gpt-oss-120b,inference,435568650365868.5,424349658843138.0,571955742297344.0,expert,task_performance,1616.88,,,below,different_attempt_selection,derived_assumed_inputs,task_timings,Task success is the published binarized scoring criterion. AI: 3/6 attempts successful. Human: 3/4 recorded attempts successful. Mean continuous score AI 0.5; human 0.75. Human time selects successful attempts.,geometric_mean,successful,3,https://github.com/METR/eval-analysis-public/blob/52cb829c7a2efb2d659285c4b1768d191d97f8d2/reports/time-horizon-1-0/data/raw/runs.jsonl; research/metr/metr.md#agen-metr3-luhndigits-oss120b,params_tokens,mean,all,6,https://github.com/METR/eval-analysis-public/blob/52cb829c7a2efb2d659285c4b1768d191d97f8d2/reports/time-horizon-1-0/data/raw/runs.jsonl; research/metr/metr.md#agen-metr3-luhndigits-oss120b; research/attention-correction.md,36652.833333333336,source_total,METR Time Horizon 1.0 / HCAST,https://github.com/METR/eval-analysis-public/blob/52cb829c7a2efb2d659285c4b1768d191d97f8d2/reports/time-horizon-1-0/data/raw/runs.jsonl; task_id=credit_card_validity/add_check_digits; alias=gpt-oss-120b; scaffold=flock-public; task_version=1.0.2-post1-9fe62e8; performance: source score_binarized; https://arxiv.org/html/2503.17354v1#S6,Flock role tokens use the primary-model coefficient. Exported attempt times do not reproduce the published timing used here.,0.004219,reported,2025-09-29,,not_available,5708.92,0.1651,add-check-digits-to-card-numbers-hcast,no
agen-metr3-mysteryfn4-dsr1,Characterize a mystery function no. 4 (HCAST),mathematics_puzzles,"Probe mystery function 4 by feeding it inputs, then pick the correct description of its behavior from a list.",deepseek-r1,inference,5.89243245246447e+16,5.3752683490722136e+16,1.1608922351103347e+17,expert,task_performance,609.1800000000001,,,match,different_attempt_selection,derived_assumed_inputs,task_timings,Task success is the published binarized scoring criterion. AI: 7/8 attempts successful. Human: 3/3 recorded attempts successful. Mean continuous score AI 0.875; human 1. Human time selects successful attempts.,geometric_mean,successful,3,https://github.com/METR/eval-analysis-public/blob/52cb829c7a2efb2d659285c4b1768d191d97f8d2/reports/time-horizon-1-0/data/raw/runs.jsonl; research/metr/metr.md#agen-metr3-mysteryfn4-dsr1,params_tokens,mean,all,8,https://github.com/METR/eval-analysis-public/blob/52cb829c7a2efb2d659285c4b1768d191d97f8d2/reports/time-horizon-1-0/data/raw/runs.jsonl; research/metr/metr.md#agen-metr3-mysteryfn4-dsr1; research/attention-correction.md,379138.625,source_total,METR Time Horizon 1.0 / HCAST,https://github.com/METR/eval-analysis-public/blob/52cb829c7a2efb2d659285c4b1768d191d97f8d2/reports/time-horizon-1-0/data/raw/runs.jsonl; task_id=hypothesis_testing/mystery_function_4; alias=DeepSeek-R1; scaffold=flock-public; task_version=0.1.2-post1-9fe62e8; performance: source score_binarized; https://github.com/METR/hcast-public/blob/main/hypothesis_testing/README.md,Flock role tokens use the primary-model coefficient. Exported attempt times do not reproduce the published timing used here.,0.620373,reported,2025-06-18,,not_available,16292.6,1.1002,characterize-a-mystery-function-no-4-hcast,no
agen-metr3-mysteryfn4-oss120b,Characterize a mystery function no. 4 (HCAST),mathematics_puzzles,"Probe mystery function 4 by feeding it inputs, then pick the correct description of its behavior from a list.",gpt-oss-120b,inference,2.105440883972889e+16,1.9516825047160944e+16,3.7451109338342e+16,expert,task_performance,609.1800000000001,,,match,different_attempt_selection,derived_assumed_inputs,task_timings,Task success is the published binarized scoring criterion. AI: 5/6 attempts successful. Human: 3/3 recorded attempts successful. Mean continuous score AI 0.833333; human 1. Human time selects successful attempts.,geometric_mean,successful,3,https://github.com/METR/eval-analysis-public/blob/52cb829c7a2efb2d659285c4b1768d191d97f8d2/reports/time-horizon-1-0/data/raw/runs.jsonl; research/metr/metr.md#agen-metr3-mysteryfn4-oss120b,params_tokens,mean,all,6,https://github.com/METR/eval-analysis-public/blob/52cb829c7a2efb2d659285c4b1768d191d97f8d2/reports/time-horizon-1-0/data/raw/runs.jsonl; research/metr/metr.md#agen-metr3-mysteryfn4-oss120b; research/attention-correction.md,1147116.0,source_total,METR Time Horizon 1.0 / HCAST,https://github.com/METR/eval-analysis-public/blob/52cb829c7a2efb2d659285c4b1768d191d97f8d2/reports/time-horizon-1-0/data/raw/runs.jsonl; task_id=hypothesis_testing/mystery_function_4; alias=gpt-oss-120b; scaffold=flock-public; task_version=0.1.2-post1-9fe62e8; performance: source score_binarized; https://github.com/METR/hcast-public/blob/main/hypothesis_testing/README.md,Flock role tokens use the primary-model coefficient. Exported attempt times do not reproduce the published timing used here.,0.062911,reported,2025-09-30,,not_available,27649.6,0.7994,characterize-a-mystery-function-no-4-hcast,no
agen-metr3-mysteryfn8-dsr1,Characterize a mystery function no. 8 (HCAST),mathematics_puzzles,"Probe mystery function 8 by feeding it inputs, then pick the correct description of its behavior from a list.",deepseek-r1,inference,3.926879823388622e+16,3.605088138097602e+16,7.53326436752856e+16,expert,task_performance,886.38,,,below,different_attempt_selection,derived_assumed_inputs,task_timings,Task success is the published binarized scoring criterion. AI: 5/8 attempts successful. Human: 3/3 recorded attempts successful. Mean continuous score AI 0.625; human 1. Human time selects successful attempts.,geometric_mean,successful,3,https://github.com/METR/eval-analysis-public/blob/52cb829c7a2efb2d659285c4b1768d191d97f8d2/reports/time-horizon-1-0/data/raw/runs.jsonl; research/metr/metr.md#agen-metr3-mysteryfn8-dsr1,params_tokens,mean,all,8,https://github.com/METR/eval-analysis-public/blob/52cb829c7a2efb2d659285c4b1768d191d97f8d2/reports/time-horizon-1-0/data/raw/runs.jsonl; research/metr/metr.md#agen-metr3-mysteryfn8-dsr1; research/attention-correction.md,273075.625,source_total,METR Time Horizon 1.0 / HCAST,https://github.com/METR/eval-analysis-public/blob/52cb829c7a2efb2d659285c4b1768d191d97f8d2/reports/time-horizon-1-0/data/raw/runs.jsonl; task_id=hypothesis_testing/mystery_function_8; alias=DeepSeek-R1; scaffold=flock-public; task_version=0.1.2-post1-9fe62e8; performance: source score_binarized; https://github.com/METR/hcast-public/blob/main/hypothesis_testing/README.md,Flock role tokens use the primary-model coefficient. Exported attempt times do not reproduce the published timing used here.,0.453981,reported,2025-06-18,,not_available,13968.4,0.9433,characterize-a-mystery-function-no-8-hcast,no
